"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
824,US,A,US 4870773 A,177-501-953-653-321,1989-10-03,1989,US 22032688 A,1988-07-18,US 22032688 A;;US 406687 A,1987-01-16,Collapsible and telescoping fishing net,"Improvements for a collapsible fishing net comprising a collapsible rim assembly, a mesh netting, a yoke assembly with a hollow central sleeve, and a handle are shown. The improvements include fabricating the sleeve and handle with mating flattened surfaces to resist torquing forces, as well as providing the net with a telescoping extension handle. Other improvements include provision for controlling the position of various net components during assembly and disassembly, as well as modifying certain other components to assure improved functioning of the net, generally.",FISHERS OF MEN CORP,SCHMUCKER WAYNE A;;RUPP RONALD L,FISHERS OF MEN CORP. A CORP. OF OHIO (1988-07-17),https://lens.org/177-501-953-653-321,Granted Patent,yes,7,32,1,1,0,A01K77/00;;A01K77/00,A01K77/00,43/12,0,0,,,,EXPIRED
825,FR,B3,FR 2831391 B3,183-176-287-590-090,2003-10-17,2003,FR 0114006 A,2001-10-30,FR 0114006 A;;CA 2358188 A;;DE 20116250 U;;GB 0123316 A;;US 96340001 A,2001-09-27,CADRE D'EPUISETTE,,YU KUO PIN,YU KUO PIN,,https://lens.org/183-176-287-590-090,Limited Patent,no,0,0,9,9,0,A01K77/00;;A01K77/00,A01K77/00,,0,0,,,,EXPIRED
826,KR,A,KR 20130100621 A,187-250-470-418-369,2013-09-11,2013,KR 20120022017 A,2012-03-02,KR 20120022017 A,2012-03-02,AN APPARATUS FOR LIFTING FISHLINE,PURPOSE: A long line fishing reel lifting facility is provided to fundamentally block the winding of a line by enabling an efficient lifting of the line with having the maximized moment frictional force by tugging the line with inserting between a first lifting roll and a second lifting roll. CONSTITUTION: A long line fishing reel lifting facility is comprised in order to lift a line (50) which is guided according to the driving of a drive motor (1) through the bottom side of a line guiding roll while being installed in the upper side of a support base of a hull. The long line fishing reel lifting facility comprises: a first lifting roll (10) in which a first lifting bump (11) of the radial shaped direction is formed in the backside while being installed in order to rotate around a first roll drive shaft (12) of the horizontal direction which is driven with a drive motor; a second lifting roll (20) which is equipped with a second lifting bump (21) of a perpendicular length direction along the outer periphery while being installed in the front side upper part of the drive motor; a driving bevel gear (15) which is equipped in order to rotate with the first lifting roll with the first roll drive shaft; a vertically moving bevel gear (25) which is installed in order to operate the second roll drive shaft while being geared with the driving bevel gear. The long line fishing reel lifting facility is comprised to lift the line with the moment frictional force according to the line contact by inserting the line between a first lifting roll and a second lifting roll.,SK SYSTEM CO LTD,SEO YOUNG SOO,,https://lens.org/187-250-470-418-369,Patent Application,no,0,1,2,2,0,A01K91/18;;A01K77/00,A01K91/18;;A01K77/00,,0,0,,,,INACTIVE
827,US,B2,US 6598335 B2,190-028-387-644-585,2003-07-29,2003,US 92366601 A,2001-08-06,US 92366601 A;;US 22341500 P,2000-08-07,Object catcher,"
    The present invention provides an object catcher including a support shaft having a proximal end and a distal end, and a sheet portion arranged adjacent to the distal end of the support shaft. The sheet portion defines a periphery. The object catcher further includes a line having a first end portion and a second end portion and an intermediate portion between the first and second end portions. The intermediate portion of the line is slidably coupled to the periphery of the sheet portion, and the first and second end portions extend generally in parallel with the support shaft. With this construction, pulling the first and second end portions of the line in the direction from the distal end to the proximal end of the support shaft causes the periphery of the sheet portion to be gathered to thereby close the sheet portion. 
",AKHTAR MICHAEL;;KIRAN USHA,AKHTAR MICHAEL;;KIRAN USHA,,https://lens.org/190-028-387-644-585,Granted Patent,yes,28,20,6,6,0,A01K23/005;;A01K77/00;;A01M3/002;;A01K77/00;;A01M3/002;;A01K23/005,A01K23/00;;A01K77/00,43/12,1,0,,,International Search Report for PCT/US01/41599.,EXPIRED
828,GB,A,GB 598315 A,189-299-857-432-210,1948-02-16,1948,GB 988245 A,1945-04-19,FR 598315X A,1943-06-29,Folding landing-net for fishing,"598,315. Landing-nets. BLAVAT, R. J. E. April 19, 1945, No. 9882. Convention date, June 29, 1943. [Class 48] A foldable landing-net comprises in combination a handle 1 to one end of which is secured a transverse member 4 with spaced guide holes for rods 10 pivoted to a sleeve 6 slidable on the handle, a string 11 connecting the outer ends of the rods, a net pocket 13 slidably engaging the rods and string by means of rings 12, and a spring nose piece 7 for locking the sleeve to the handle adjacent the member 4. The rods may be flat metal bars. A conical end piece 3 in the end of the handle adapts it .for attachment to a fishing rod.",RAOUL JEAN EUGENE BLAVAT,,,https://lens.org/189-299-857-432-210,Granted Patent,no,0,8,1,1,0,A01K77/00,A01K77/00,,0,0,,,,EXPIRED
829,DE,A1,DE 3126599 A1,186-504-689-703-413,1983-01-20,1983,DE 3126599 A,1981-07-06,DE 3126599 A,1981-07-06,Fish catching appliance,"A fish catching appliance consists of a supporting arm and a net secured to a ring which is attached on the supporting arm to be capable of pivoting through about 180 DEG relative to the latter and can be locked in its outward pivoted position. The mounting of the ring/net unit on the supporting arm is to be improved in comparison with the previously known mountings. This is achieved in that the two ends of the ring are each mounted in a rotating member, the two rotating members are each rotatably mounted in a part, designed as a cylindrical bushing, of a double-armed housing provided with a connecting piece for fixing on the support arm and are subject to the action of a spring, and in that the two cylindrical bushing parts of the housing each contain a recess which extends approximately over half the circumferential length of the cylindrical bushing parts and, in their end region defining the outward pivoted position of the ring, makes a transition into an outward-directed cut-out in which the respective ring end engages as a consequence of the spring force acting on the associated rotating member.",BUBECK HELMUT,BUBECK HELMUT,,https://lens.org/186-504-689-703-413,Patent Application,no,0,0,1,1,0,A01K77/00;;A01K74/00,A01K74/00;;A01K77/00,,0,0,,,,DISCONTINUED
830,US,A,US 6058642 A,189-668-253-721-733,2000-05-09,2000,US 37173299 A,1999-08-10,US 37173299 A,1999-08-10,Lightweight retractable hand held net,"This invention provides collapsible hand held net comprising a tubular member having a distal end and a proximal end, and including a linear longitudinal slot. A sleeve is movably situated within the tubular member and a pair of net support arms is mounted to a distal end of the sleeve. A fishing net is coupled to the support arms. A pin is fixed to the sleeve and engaged within the linear longitudinal slot for controlling the extent of linear movement of the sleeve with respect to the tubular member. A rod is provided and movably situated within the tubular member and penetrating the sleeve. A pair of connecting bars is connected to a distal end of the rod, each connecting bar being connected to one of the net support arms. A dowel is fixed to the rod extending through the linear longitudinal slot. A handle is fixed to the dowel on the outside of the tubular member whereby linear movement of the handle relative to the tubular member causes displacement of the rod and sleeve with respect to the tubular member between a rearmost position wherein the net support arms and net are situated within the tubular member and a foremost position wherein the net support arms protrude from the sleeve and are deployed laterally by a forward displacement of the rod with respect to the sleeve.",BRANNEMAN; JEFFREY L.,BRANNEMAN JEFFREY L,FARRIS ENTERPRISES LLC (2008-06-05),https://lens.org/189-668-253-721-733,Granted Patent,yes,7,19,1,1,0,A01K77/00;;A01K77/00,A01K77/00,43/12,0,0,,,,EXPIRED
831,FR,A3,FR 3126597 A3,197-631-143-565-996,2023-03-10,2023,FR 2109302 A,2021-09-06,FR 2109302 A,2021-09-06,Dispositif escamotable de collecte d’objets flottants,"L’invention concerne un dispositif (1) de collecte d’objets flottants avec un tube (1b) et une épuisette (1a). Un manchon coulisse dans le tube (1b) entre une localisation proche de moins de dix centimètres d’une sortie du tube (1b) et une localisation plus intérieure, une extrémité de chacune d’au moins deux tiges (3) souples élastiquement étant fixée sur le manchon tandis que leur autre extrémité pointe vers la sortie du tube (1b) dans la localisation plus intérieure. Les deux tiges (3) délimitent partiellement l’épuisette (1a) en étant pressées l’une vers l’autre quand introduites dans le tube (1b) par retrait coulissant du manchon vers la localisation plus intérieure, l’épuisette (1a) étant alors en position escamotée tandis que les tiges sont divergentes élastiquement l’une de l’autre quand extérieures au tube (1b) par coulissement du manchon vers la localisation proche de la sortie du tube (1b), l’épuisette (1a) étant en position déployée. Figure de l’abrégé : FIGURE 1",LES ROBINS,IDRAC ALEXIA,,https://lens.org/197-631-143-565-996,Patent Application,no,1,0,2,2,0,A01K77/005,A01K77/00,,0,0,,,,PENDING
832,US,A1,US 2011/0220426 A1,198-002-124-618-698,2011-09-15,2011,US 72174410 A,2010-03-11,US 72174410 A,2010-03-11,Fishing Net with Integral Weight Scale,"A combination fishing net and weight scale device with optional length measuring ruler. The device includes a weight measuring scale incorporated into the handle of the fishing net at a point less exposed to water during standard use of the net. The weight scale components are incorporated at a distal end of the handle opposite the end incorporating the net basket. To use the weight scale the fish is retained in the net basket and the distal end of the handle is held up to allow the major portion of the handle and the fishing net basket to extend under gravity below the point of hanging support. In this manner, the weight of the fish within the fishing net basket is shown on an indicator positioned in the end (movable) component of the handle that shows through an aligned aperture on the main (fixed) handle component. The movable end component of the handle moves telescopically with respect to the fixed handle component. The weight measuring assembly preferably incorporates an internally fixed spring extending between the movable component and the fixed component of the handle. Alternately, a solid state electronic scale could be incorporated into the handle in the same position. A length measuring device in the form of imprinted or engraved markings along the length of the handle may optionally be incorporated so as to provide a readily available means for measuring the length of the fish. The length scale would preferably extend from the point of attachment between the handle of the fishing net and the circular basket section such that the fish might be retained within the net basket and flipped over to extend along the handle for measurement.",BOND JARED;;BOND KIRK,BOND JARED;;BOND KIRK,,https://lens.org/198-002-124-618-698,Patent Application,yes,28,12,2,2,0,A01K77/00;;A01K77/00;;G01G19/60;;G01G19/60,G01G19/60;;A01K75/00,177/245;;43/7,0,0,,,,INACTIVE
833,KR,A,KR 20050120560 A,194-284-009-852-932,2005-12-22,2005,KR 20040081746 A,2004-10-13,JP 2004179868 A,2004-06-17,ROLLER DEVICE TO ASSIST IN NET HAULING AND NET HAULING METHOD USING THE SAME,,MARINE HYDROTEC CO LTD,OISHI HIDEHARU;;YAMAMOTO KENICHIRO,,https://lens.org/194-284-009-852-932,Patent Application,no,0,2,6,8,0,A01K73/053;;A01K73/06;;A01K77/00;;Y02P60/60,A01K73/06;;A01K77/00,,0,0,,,,ACTIVE
834,US,A,US 2504356 A,193-511-334-669-673,1950-04-18,1950,US 60632345 A,1945-07-21,US 60632345 A,1945-07-21,Snap hook structure,,MARTIN C KLANN,STALKER HERBERT J,,https://lens.org/193-511-334-669-673,Granted Patent,no,1,5,1,1,0,Y10T24/45403;;A01K77/00;;A01K77/00;;F16B45/049,A01K77/00,,0,0,,,,EXPIRED
835,FR,A1,FR 2338773 A1,193-906-180-299-88X,1977-08-19,1977,FR 7602068 A,1976-01-21,FR 7602068 A,1976-01-21,Collapsible fishermans keep net with rod handle - has recoil mechanisms for extension and three way hinge joining rod to net support arms,"The fishermans keep net with a telescopically retractable rod handle includes a three-way hinge at the junction of the rod and the two branches supporting the net. The net and handle assembly folds and retracts down into a compact protable form. The hinge and the telescopic mechanism are recoil sprung whereby the assembly is automatically extended upon the release of catches. The hinge permits relative pivoting between the rod and the net support branches, and also permits the branches to pivot relative to one another. The net is, thus, retracted by bringing the branches together and then pivoting them into a position approx. adjacent to and in alignment with the rod.",BOROT HUBERT,,,https://lens.org/193-906-180-299-88X,Patent Application,no,0,2,4,4,0,A01K77/00;;B25G1/04,A01K77/00;;B25G1/04,,0,0,,,,EXPIRED
836,KR,B1,KR 102276676 B1,012-453-496-315-345,2021-07-12,2021,KR 20190145761 A,2019-11-14,KR 20190145761 A,2019-11-14,Manufacturing of superhydrophobic aluminum alloys for anti-biofouling and anti-corrosion,"본 발명은 생물오손 및 부식방지를 위한 초발수 알루미늄 합금 제조방법에 관한 것으로, 본 발명의 어업용구용 알루미늄 합금의 표면을 초소수성으로 처리하는 방법은 양극산화 전압 및 시간 조절을 통해 알루미늄 합금 표면에 형성되는 양극산화 알루미늄층을 필라-온-포어 형태로 구현함으로써, 상기 방법으로 제조된 양극산화 피막 구조가 제어된 알루미늄 합금은 초소수성, 생물 부착방지능 및 내부식성이 우수하므로, 어업용구용 소재로 유용할 수 있다.",동의대학교 산학협력단,정찬영,,https://lens.org/012-453-496-315-345,Granted Patent,no,0,0,3,3,0,A01K61/00;;A01K61/00;;A01K69/06;;A01K69/06;;A01K75/00;;A01K75/00;;A01K77/00;;A01K77/00;;C25D11/12;;C22C21/06;;C22C21/06;;C25D11/02;;C25D11/022;;C25D11/12;;C25D11/24;;C25D11/24;;Y02A40/81,C25D11/12;;A01K61/00;;A01K69/06;;A01K75/00;;A01K77/00;;C22C21/06;;C25D11/02;;C25D11/24,,0,0,,,,ACTIVE
